"Age","Workclass","Education","Occupation","Relationship","Race","Capital-gain","Capital-loss","Hours-per-week","Country","Outcome","Predicted outcome"
51,"Private","No-school","Craft-repair","Own-child","White",0,0,31,"United-States","<=50K","<=50K"
46,"Private","HS-grad","Farming-fishing","Husband","White",0,0,39,"United-States","<=50K","<=50K"
50,"Gov","No-school","Adm-clerical","Not-in-family","White",0,0,60,"United-States",">50K","<=50K"
42,"Private","HS-grad","Other-service","Not-in-family","White",0,0,54,"United-States","<=50K","<=50K"
22,"Private","HS-grad","Other-service","Husband","White",0,0,54,"United-States","<=50K","<=50K"
44,"Private","No-school","Transport-moving","Not-in-family","White",0,0,38,"United-States","<=50K","<=50K"
17,"Self-emp","College","Machine-op-inspct","Husband","Black",0,0,28,"United-States","<=50K","<=50K"
32,"Private","College","Sales","Husband","White",0,0,28,"United-States",">50K","<=50K"
37,"Private","Bachelors","Exec-managerial","Husband","White",0,0,26,"Vietnam",">50K",">50K"
35,"Private","College","Sales","Other-relative","White",0,0,38,"United-States","<=50K","<=50K"
41,"Private","College","Craft-repair","Other-relative","White",0,0,55,"United-States",">50K","<=50K"
41,"Private","College","Adm-clerical","Own-child","White",0,0,44,"United-States","<=50K","<=50K"
54,"Gov","College","Adm-clerical","Not-in-family","White",0,0,38,"United-States","<=50K","<=50K"
49,"Private","No-school","Sales","Husband","White",0,0,43,"United-States",">50K","<=50K"
41,"Gov","College","Prof-specialty","Husband","White",99999,0,32,"United-States",">50K",">50K"
52,"Gov","No-school","Other-service","Not-in-family","White",0,0,48,"United-States","<=50K","<=50K"
51,"Private","College","Adm-clerical","Wife","White",0,0,53,"United-States",">50K","<=50K"
27,"Private","College","Machine-op-inspct","Not-in-family","White",0,0,57,"United-States","<=50K","<=50K"
30,"Without-pay","Masters","Handlers-cleaners","Not-in-family","White",0,0,45,"England",">50K",">50K"
22,"Private","College","Adm-clerical","Wife","White",0,0,29,"United-States","<=50K","<=50K"
39,"Self-emp","College","Sales","Other-relative","White",0,0,35,"United-States","<=50K","<=50K"
45,"Private","HS-grad","Tech-support","Own-child","White",0,0,54,"United-States","<=50K","<=50K"
19,"Self-emp","HS-grad","Handlers-cleaners","Not-in-family","White",0,0,38,"United-States","<=50K","<=50K"
42,"Gov","No-school","Exec-managerial","Not-in-family","Black",0,0,36,"United-States","<=50K","<=50K"
25,"Private","No-school","Adm-clerical","Husband","White",0,0,34,"United-States","<=50K","<=50K"
54,"Private","Bachelors","Sales","Husband","White",0,0,39,"United-States",">50K","<=50K"
36,"Private","College","Tech-support","Own-child","White",0,0,32,"United-States",">50K","<=50K"
31,"Private","HS-grad","Exec-managerial","Husband","White",0,0,45,"China","<=50K","<=50K"
26,"Private","No-school","Craft-repair","Own-child","White",0,0,35,"United-States","<=50K","<=50K"
23,"Private","Masters","Craft-repair","Not-in-family","Black",3103,0,49,"United-States",">50K",">50K"
49,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,35,"United-States","<=50K","<=50K"
34,"Private","HS-grad","Farming-fishing","Not-in-family","White",0,0,22,"United-States","<=50K","<=50K"
20,"Self-emp","College","Sales","Not-in-family","Black",5178,0,38,"United-States","<=50K","<=50K"
37,"Private","HS-grad","Protective-serv","Own-child","Black",0,0,42,"United-States",">50K","<=50K"
35,"Private","HS-grad","Prof-specialty","Husband","White",0,1887,31,"United-States","<=50K","<=50K"
30,"Private","HS-grad","Prof-specialty","Not-in-family","White",0,0,54,"United-States","<=50K","<=50K"
20,"Gov","College","Other-service","Husband","White",0,0,39,"United-States","<=50K","<=50K"
42,"Private","Masters","Sales","Husband","White",0,0,48,"United-States","<=50K",">50K"
42,"Private","HS-grad","Prof-specialty","Not-in-family","White",0,0,37,"United-States","<=50K","<=50K"
30,"Private","No-school","Adm-clerical","Husband","White",0,0,40,"United-States","<=50K","<=50K"
49,"Gov","College","Exec-managerial","Not-in-family","White",0,0,33,"Mexico","<=50K","<=50K"
17,"Private","HS-grad","Craft-repair","Husband","Black",0,0,41,"Puerto-Rico","<=50K","<=50K"
21,"Private","HS-grad","Sales","Not-in-family","White",0,0,34,"United-States","<=50K","<=50K"
21,"Private","No-school","Handlers-cleaners","Not-in-family","White",0,0,40,"United-States","<=50K","<=50K"
45,"Private","College","Other-service","Not-in-family","White",0,0,52,"Italy",">50K","<=50K"
48,"Private","HS-grad","Handlers-cleaners","Husband","White",0,0,38,"China","<=50K","<=50K"
25,"Self-emp","Bachelors","Exec-managerial","Unmarried","White",0,0,28,"Cuba","<=50K",">50K"
38,"Without-pay","Bachelors","Craft-repair","Husband","White",0,0,47,"Vietnam","<=50K","<=50K"
17,"Private","No-school","Exec-managerial","Husband","Asian-Pac-Islander",0,0,37,"Puerto-Rico","<=50K","<=50K"
51,"Private","No-school","Farming-fishing","Own-child","White",0,0,58,"Italy",">50K","<=50K"
36,"Private","HS-grad","Transport-moving","Not-in-family","White",0,0,17,"United-States","<=50K","<=50K"
52,"Private","HS-grad","Priv-house-serv","Husband","White",0,0,50,"Poland","<=50K","<=50K"
31,"Private","No-school","Other-service","Unmarried","Black",0,0,31,"United-States","<=50K","<=50K"
47,"Private","College","Craft-repair","Husband","White",0,0,41,"United-States","<=50K","<=50K"
65,"Gov","Masters","Tech-support","Own-child","White",0,0,42,"United-States",">50K",">50K"
30,"Private","College","Prof-specialty","Not-in-family","Black",0,0,37,"United-States",">50K","<=50K"
31,"Private","HS-grad","Sales","Own-child","White",0,0,46,"United-States",">50K","<=50K"
34,"Private","HS-grad","Craft-repair","Unmarried","White",0,0,35,"United-States","<=50K","<=50K"
38,"Gov","HS-grad","Adm-clerical","Not-in-family","White",0,0,28,"United-States","<=50K","<=50K"
17,"Private","College","Sales","Husband","White",0,0,49,"England","<=50K","<=50K"
44,"Private","No-school","Other-service","Own-child","White",0,0,52,"United-States","<=50K","<=50K"
30,"Gov","Bachelors","Prof-specialty","Husband","White",0,0,45,"United-States","<=50K",">50K"
50,"Private","College","Transport-moving","Husband","White",0,0,48,"United-States","<=50K","<=50K"
24,"Private","HS-grad","Adm-clerical","Unmarried","White",0,0,43,"United-States","<=50K","<=50K"
27,"Gov","HS-grad","Sales","Husband","White",3103,0,32,"United-States","<=50K","<=50K"
18,"Private","College","Tech-support","Not-in-family","White",0,0,37,"Canada","<=50K","<=50K"
53,"Self-emp","College","Craft-repair","Not-in-family","Black",0,0,50,"United-States","<=50K","<=50K"
47,"Private","College","Sales","Unmarried","Black",0,0,49,"Philippines",">50K","<=50K"
26,"Private","Bachelors","Exec-managerial","Not-in-family","White",0,0,7,"United-States","<=50K",">50K"
42,"Private","College","Tech-support","Own-child","White",0,0,36,"United-States","<=50K","<=50K"
22,"Private","HS-grad","Craft-repair","Not-in-family","Amer-Indian-Eskimo",0,0,18,"United-States","<=50K","<=50K"
40,"Private","No-school","Prof-specialty","Husband","Black",0,0,20,"United-States",">50K","<=50K"
32,"Private","HS-grad","Protective-serv","Not-in-family","White",0,0,26,"United-States",">50K","<=50K"
29,"Private","HS-grad","Prof-specialty","Unmarried","White",0,0,34,"United-States","<=50K","<=50K"
25,"Private","Bachelors","Craft-repair","Husband","White",0,0,68,"United-States",">50K","<=50K"
22,"Private","Bachelors","Machine-op-inspct","Husband","Asian-Pac-Islander",0,0,37,"United-States",">50K","<=50K"
52,"Private","No-school","Exec-managerial","Not-in-family","White",0,0,33,"United-States","<=50K","<=50K"
37,"Gov","HS-grad","Machine-op-inspct","Husband","Black",0,0,42,"United-States",">50K","<=50K"
37,"Private","College","Other-service","Husband","Asian-Pac-Islander",0,0,35,"United-States","<=50K","<=50K"
55,"Private","College","Other-service","Husband","White",0,0,46,"United-States","<=50K","<=50K"
53,"Gov","College","Prof-specialty","Own-child","White",0,0,52,"France","<=50K","<=50K"
19,"Private","Bachelors","Prof-specialty","Wife","White",0,0,42,"Mexico","<=50K",">50K"
17,"Private","College","Transport-moving","Wife","White",0,0,51,"United-States",">50K","<=50K"
46,"Private","No-school","Craft-repair","Husband","White",0,1740,44,"United-States","<=50K","<=50K"
38,"Private","HS-grad","Transport-moving","Husband","White",0,0,24,"United-States","<=50K","<=50K"
38,"Private","Bachelors","Transport-moving","Not-in-family","Asian-Pac-Islander",7688,0,47,"United-States","<=50K","<=50K"
53,"Private","College","Other-service","Own-child","Black",0,0,43,"United-States","<=50K","<=50K"
39,"Private","HS-grad","Craft-repair","Not-in-family","White",0,0,26,"United-States","<=50K","<=50K"
38,"Private","No-school","Prof-specialty","Not-in-family","White",0,0,44,"United-States","<=50K","<=50K"
43,"Self-emp","HS-grad","Adm-clerical","Husband","White",0,0,44,"United-States","<=50K","<=50K"
41,"Private","No-school","Prof-specialty","Own-child","White",0,0,42,"United-States","<=50K","<=50K"
44,"Gov","College","Other-service","Husband","Black",0,0,40,"United-States","<=50K","<=50K"
31,"Gov","No-school","Tech-support","Husband","White",0,0,16,"United-States","<=50K","<=50K"
40,"Self-emp","HS-grad","Exec-managerial","Husband","White",0,0,43,"United-States",">50K","<=50K"
36,"Self-emp","Bachelors","Sales","Own-child","White",0,0,34,"United-States","<=50K","<=50K"
50,"Private","Masters","Farming-fishing","Husband","White",0,0,27,"United-States","<=50K",">50K"
34,"Private","Bachelors","Adm-clerical","Husband","Black",0,0,41,"Iran",">50K","<=50K"
19,"Gov","HS-grad","Machine-op-inspct","Husband","White",0,0,54,"United-States","<=50K","<=50K"
46,"Private","Prof-school","Prof-specialty","Not-in-family","White",0,0,49,"United-States",">50K",">50K"
52,"Private","College","Transport-moving","Own-child","White",0,0,30,"United-States","<=50K","<=50K"
43,"Private","College","Other-service","Husband","White",0,0,44,"United-States","<=50K","<=50K"
23,"Private","College","Exec-managerial","Husband","White",0,0,33,"Iran","<=50K","<=50K"
21,"Self-emp","College","Sales","Own-child","Black",4386,0,18,"United-States","<=50K","<=50K"
25,"Gov","Bachelors","Exec-managerial","Husband","White",0,0,27,"United-States","<=50K",">50K"
37,"Private","No-school","Prof-specialty","Unmarried","White",0,1887,57,"France","<=50K","<=50K"
17,"Gov","HS-grad","Craft-repair","Husband","White",0,0,28,"United-States","<=50K","<=50K"
67,"Private","Bachelors","Other-service","Other-relative","White",0,0,22,"England","<=50K","<=50K"
51,"Self-emp","College","Adm-clerical","Husband","White",0,0,39,"Vietnam","<=50K","<=50K"
54,"Private","Bachelors","Prof-specialty","Husband","White",99999,0,42,"United-States",">50K",">50K"
37,"Private","College","Adm-clerical","Other-relative","White",0,0,36,"United-States",">50K","<=50K"
34,"Private","Bachelors","Other-service","Husband","White",0,0,33,"United-States",">50K","<=50K"
28,"Gov","HS-grad","Sales","Husband","White",0,0,45,"Poland",">50K","<=50K"
59,"Private","No-school","Craft-repair","Unmarried","White",0,0,53,"Puerto-Rico",">50K","<=50K"
36,"Private","HS-grad","Craft-repair","Husband","White",5178,0,45,"United-States",">50K","<=50K"
37,"Private","College","Craft-repair","Husband","White",0,0,48,"United-States","<=50K","<=50K"
54,"Private","College","Tech-support","Own-child","White",0,0,16,"United-States","<=50K","<=50K"
38,"Private","College","Exec-managerial","Husband","White",7298,0,52,"United-States","<=50K","<=50K"
42,"Self-emp","HS-grad","Tech-support","Not-in-family","White",0,0,41,"United-States",">50K","<=50K"
40,"Private","Prof-school","Transport-moving","Own-child","White",0,0,33,"United-States",">50K","<=50K"
25,"Private","College","Prof-specialty","Unmarried","White",0,0,63,"Vietnam","<=50K","<=50K"
18,"Self-emp","HS-grad","Sales","Own-child","White",0,0,39,"United-States","<=50K","<=50K"
18,"Private","No-school","Craft-repair","Husband","White",0,0,54,"India","<=50K","<=50K"
51,"Private","College","Adm-clerical","Husband","White",0,0,34,"United-States",">50K","<=50K"
22,"Private","No-school","Adm-clerical","Other-relative","White",0,0,45,"United-States","<=50K","<=50K"
39,"Private","No-school","Craft-repair","Own-child","White",0,0,45,"United-States","<=50K","<=50K"
47,"Gov","No-school","Transport-moving","Not-in-family","White",0,0,15,"United-States",">50K","<=50K"
39,"Gov","College","Armed-Forces","Not-in-family","White",0,0,14,"United-States","<=50K","<=50K"
41,"Private","HS-grad","Craft-repair","Not-in-family","White",0,0,53,"United-States","<=50K","<=50K"
31,"Self-emp","Masters","Exec-managerial","Unmarried","Other",0,1887,34,"United-States",">50K",">50K"
56,"Private","Bachelors","Machine-op-inspct","Not-in-family","Black",0,0,54,"United-States",">50K",">50K"
51,"Self-emp","Doctorate","Machine-op-inspct","Husband","Black",0,0,42,"United-States",">50K",">50K"
28,"Private","College","Other-service","Own-child","White",0,0,41,"United-States","<=50K","<=50K"
44,"Self-emp","Bachelors","Handlers-cleaners","Husband","White",0,0,42,"United-States",">50K","<=50K"
48,"Private","HS-grad","Adm-clerical","Husband","White",0,0,16,"United-States","<=50K","<=50K"
19,"Private","No-school","Machine-op-inspct","Husband","White",0,0,34,"United-States","<=50K","<=50K"
39,"Private","HS-grad","Sales","Wife","White",7688,0,40,"United-States","<=50K","<=50K"
48,"Self-emp","College","Prof-specialty","Husband","White",0,0,41,"United-States","<=50K","<=50K"
17,"Private","College","Adm-clerical","Not-in-family","White",0,0,39,"United-States","<=50K","<=50K"
39,"Private","No-school","Prof-specialty","Husband","White",0,0,45,"United-States","<=50K","<=50K"
45,"Private","Bachelors","Other-service","Husband","Asian-Pac-Islander",0,0,44,"United-States","<=50K","<=50K"
35,"Gov","HS-grad","Craft-repair","Wife","White",0,0,22,"United-States","<=50K","<=50K"
35,"Private","College","Adm-clerical","Not-in-family","White",0,0,61,"United-States","<=50K","<=50K"
25,"Private","Bachelors","Other-service","Husband","White",0,0,56,"United-States","<=50K","<=50K"
60,"Private","HS-grad","Prof-specialty","Other-relative","Other",0,0,39,"United-States","<=50K","<=50K"
37,"Self-emp","No-school","Exec-managerial","Own-child","White",0,0,53,"United-States",">50K","<=50K"
56,"Private","No-school","Adm-clerical","Husband","White",0,0,31,"United-States","<=50K","<=50K"
18,"Gov","HS-grad","Tech-support","Husband","Asian-Pac-Islander",0,0,31,"France","<=50K","<=50K"
39,"Private","No-school","Adm-clerical","Unmarried","Black",0,0,60,"United-States","<=50K","<=50K"
41,"Private","College","Sales","Not-in-family","Black",0,0,28,"United-States","<=50K","<=50K"
23,"Private","Bachelors","Sales","Husband","White",0,0,50,"United-States",">50K","<=50K"
27,"Private","College","Sales","Unmarried","White",0,0,16,"United-States","<=50K","<=50K"
25,"Private","No-school","Adm-clerical","Husband","White",2174,0,40,"Puerto-Rico","<=50K","<=50K"
33,"Private","HS-grad","Prof-specialty","Husband","White",0,0,46,"United-States","<=50K","<=50K"
41,"Gov","College","Transport-moving","Husband","White",0,0,35,"United-States","<=50K","<=50K"
39,"Self-emp","Doctorate","Prof-specialty","Husband","White",0,0,25,"Mexico",">50K","<=50K"
48,"Gov","HS-grad","Exec-managerial","Own-child","Black",0,0,34,"United-States",">50K","<=50K"
60,"Self-emp","Bachelors","Adm-clerical","Not-in-family","White",0,1573,42,"United-States",">50K","<=50K"
54,"Private","No-school","Sales","Unmarried","White",0,0,48,"United-States","<=50K","<=50K"
33,"Gov","No-school","Handlers-cleaners","Not-in-family","White",0,0,50,"Poland","<=50K","<=50K"
17,"Self-emp","HS-grad","Other-service","Not-in-family","White",0,0,34,"United-States","<=50K","<=50K"
47,"Private","HS-grad","Transport-moving","Own-child","White",0,0,32,"United-States","<=50K","<=50K"
17,"Private","College","Exec-managerial","Husband","White",0,0,29,"United-States","<=50K","<=50K"
41,"Private","Masters","Handlers-cleaners","Husband","White",0,0,33,"United-States","<=50K",">50K"
45,"Private","No-school","Exec-managerial","Husband","White",0,0,42,"United-States","<=50K","<=50K"
